name,brand,image
ASOS DESIGN - Jean dad large - Bleu moyen,ASOS DESIGN,images.asos-media.com/products/asos-design-jean-dad-large-bleu-moyen/206428048-1-midblue
Monki - Top rayé à manches longues - Blanc cassé et noir,Monki,images.asos-media.com/products/monki-top-raye-a-manches-longues-blanc-casse-et-noir/207317942-1-offwhiteandblack
Pull&Bear - Jean droit à taille mi-haute - Bleu délavé,Pull&Bear,images.asos-media.com/products/pullbear-jean-droit-a-taille-mi-haute-bleu-delave/207330177-1-blue
COLLUSION Unisex - Bomber unisexe et oversize en PU effet raccordé - Rouge,Collusion,images.asos-media.com/products/collusion-unisex-bomber-unisexe-et-oversize-en-pu-effet-raccorde-rouge/207118108-1-red
ASOS DESIGN - Débardeur en maille à motif homard - Bleu marine,ASOS DESIGN,images.asos-media.com/products/asos-design-debardeur-en-maille-a-motif-homard-bleu-marine/207339391-1-navy
ASOS DESIGN Petite - Jean dad large - Bleu délavé,ASOS Petite,images.asos-media.com/products/asos-design-petite-jean-dad-large-bleu-delave/205534660-1-midblue
ASOS DESIGN Petite - Jean skinny - Noir,ASOS Petite,images.asos-media.com/products/asos-design-petite-jean-skinny-noir/204521856-1-black
Vero Moda - Collants effet chaussettes - Noir,Vero Moda,images.asos-media.com/products/vero-moda-collants-effet-chaussettes-noir/203849072-1-black
Stradivarius Petite - Jean baggy coupe dad style années 90 - Bleu clair,Stradivarius,images.asos-media.com/products/stradivarius-petite-jean-baggy-coupe-dad-style-annees90-bleu-clair/205662039-1-lightblue
ONLY - Pull en maille pointelle - Vert,ONLY,images.asos-media.com/products/only-pull-en-maille-pointelle-vert/206512064-1-darkgreen
ASOS DESIGN - Robe fourreau mi-longue en néoprène avec bonnets préformés - Rose clair,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-fourreau-mi-longue-en-neoprene-avec-bonnets-preformes-rose-clair/208288178-1-lightpink
ASOS DESIGN Tall - Jean dad ample - Bleu moyen,ASOS Tall,images.asos-media.com/products/asos-design-tall-jean-dad-ample-bleu-moyen/206429744-1-midblue
Stradivarius - STR - Jean droit - Bleu moyen,Stradivarius,images.asos-media.com/products/stradivarius-str-jean-droit-bleu-moyen/206907221-1-blue
Bershka - Jean ample style années 90 à taille haute - Gris délavé,Bershka,images.asos-media.com/products/bershka-jean-ample-style-annees90-a-taille-haute-gris-delave/207164294-1-grey
Stradivarius Petite - Jean dad droit ample - Bleu vintage foncé délavé,Stradivarius,images.asos-media.com/products/stradivarius-petite-jean-dad-droit-ample-bleu-vintage-fonce-delave/205662134-1-midblue
Stradivarius - Pantalon de jogging doux au toucher surpiqué à l'avant - Gris foncé,Stradivarius,images.asos-media.com/products/stradivarius-pantalon-de-jogging-doux-au-toucher-surpique-a-lavant-gris-fonce/206906912-1-grey
ASOS DESIGN Tall - Jean baggy - Bleu moyen,ASOS Tall,images.asos-media.com/products/asos-design-tall-jean-baggy-bleu-moyen/205486087-1-midblue
ASOS DESIGN - Robe courte à large encolure dégagée avec détail sous le buste et mancherons - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-courte-a-large-encolure-degagee-avec-detail-sous-le-buste-et-mancherons-noir/206711477-1-black
ASOS 4505 - Icon - Legging de yoga doux au toucher - Noir,ASOS 4505,images.asos-media.com/products/asos-4505-icon-legging-de-yoga-doux-au-toucher-noir/205570405-1-black
Pull&Bear - Pantalon coupe ajustée droite avec surpiqûres à l'avant - Gris,Pull&Bear,images.asos-media.com/products/pullbear-pantalon-coupe-ajustee-droite-avec-surpiqures-a-lavant-gris/207092963-1-grey
Threadbare - Pull en maille à coutures apparentes - Noir,Threadbare,images.asos-media.com/products/threadbare-pull-en-maille-a-coutures-apparentes-noir/206628572-1-black
ASOS DESIGN Petite - Jean évasé à taille mi-haute - Bleu moyen,ASOS Petite,images.asos-media.com/products/asos-design-petite-jean-evase-a-taille-mi-haute-bleu-moyen/206428152-1-midwash
Reclaimed Vintage - Gilet coupe carrée - Bordeaux,Reclaimed Vintage,images.asos-media.com/products/reclaimed-vintage-gilet-coupe-carree-bordeaux/207662947-1-burgundy
ASOS DESIGN - Pantalon ample coupe épurée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-pantalon-ample-coupe-epuree-noir/205228685-1-black
ASOS DESIGN - Jean dad large - Noir délavé,ASOS DESIGN,images.asos-media.com/products/asos-design-jean-dad-large-noir-delave/205299379-1-washedblack
COLLUSION - T-shirt ajusté à manches longues - Noir,Collusion,images.asos-media.com/products/collusion-t-shirt-ajuste-a-manches-longues-noir/206622132-1-black
Nike - Phoenix - Sweat ras de cou oversize - Noir,Nike,images.asos-media.com/products/nike-phoenix-sweat-ras-de-cou-oversize-noir/207046100-1-black
ASOS DESIGN - Robe courte structurée en velours avec jupe drapée contrastante en mousseline - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-courte-structuree-en-velours-avec-jupe-drapee-contrastante-en-mousseline-noir/206933658-1-black
YAS - Blazer dad oversize d'ensemble - Gris orage,YAS,images.asos-media.com/products/yas-blazer-dad-oversize-densemble-gris-orage/207418798-1-grey
Stradivarius - D92 - Jean droit - Bleu foncé délavé,Stradivarius,images.asos-media.com/products/stradivarius-d92-jean-droit-bleu-fonce-delave/207862699-1-blue
COLLUSION Unisex - Pantalon de jogging d'ensemble avec logo - Gris chiné,Collusion,images.asos-media.com/products/collusion-unisex-pantalon-de-jogging-densemble-avec-logo-gris-chine/206619343-1-grey
ASOS DESIGN Maternity - Legging recouvrant le ventre - Noir,ASOS Maternity,images.asos-media.com/products/asos-design-maternity-legging-recouvrant-le-ventre-noir/203402319-1-black
ASOS DESIGN - Veston d'ensemble style corset à motif hachuré - Gris,ASOS DESIGN,images.asos-media.com/products/asos-design-veston-densemble-style-corset-a-motif-hachure-gris/207442518-1-grey
Kaiia - Exclusivité - Robe longue habillée fendue sans manches avec col montant et poches - Noir,Kaiia,images.asos-media.com/products/kaiia-exclusivite-robe-longue-habillee-fendue-sans-manches-avec-col-montant-et-poches-noir/207588724-1-black
ASOS DESIGN - Robe mi-longue à manches longues et épaules dénudées avec détail torsadé - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-mi-longue-a-manches-longues-et-epaules-denudees-avec-detail-torsade-noir/206674951-1-black
ONLY - Brassière courte en dentelle - Noir,ONLY,images.asos-media.com/products/only-brassiere-courte-en-dentelle-noir/205785971-1-black
ASOS DESIGN - Robe longue en dentelle transparente à manches longues avec body et col fantaisie - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-longue-en-dentelle-transparente-a-manches-longues-avec-body-et-col-fantaisie-noir/207763041-1-black
Miss Selfridge Petite - Robe longue boutonnée à imprimé roses et bords en dentelle - Noir,Miss Selfridge Petite,images.asos-media.com/products/miss-selfridge-petite-robe-longue-boutonnee-a-imprime-roses-et-bords-en-dentelle-noir/207328139-1-blackroseprint
ASOS DESIGN - Robe longue en plumetis métallisé à col montant avec taille froncée - Violet,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-longue-en-plumetis-metallise-a-col-montant-avec-taille-froncee-violet/206786368-1-purple
ASOS DESIGN - Mini jupe-short près du corps - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-mini-jupe-short-pres-du-corps-noir/205647745-1-black
ASOS DESIGN - Ultimate - Robe mi-longue à col - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-ultimate-robe-mi-longue-a-col-noir/204506757-1-black
Stradivarius - Top manches longues en coton - Noir,Stradivarius,images.asos-media.com/products/stradivarius-top-manches-longues-en-coton-noir/207375274-1-black
ASOS DESIGN - Top boutonné asymétrique - Grège,ASOS DESIGN,images.asos-media.com/products/asos-design-top-boutonne-asymetrique-grege/206305985-1-oatmeal
ASOS DESIGN - Top à manches longues et volants étagés - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-top-a-manches-longues-et-volants-etages-noir/207037590-1-black
Only - Top côtelé à col montant avec bords ondulés,ONLY,images.asos-media.com/products/only-top-cotele-a-col-montant-avec-bords-ondules/203715461-1-brown
Weekday - T-shirt ajusté à manches longues - Blanc,Weekday,images.asos-media.com/products/weekday-t-shirt-ajuste-a-manches-longues-blanc/206821559-1-white
ASOS DESIGN - Robe longueur mollet à empiècements transparents avec godets et col montant - Marron,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-longueur-mollet-a-empiecements-transparents-avec-godets-et-col-montant-marron/207553336-1-brown
ASOS DESIGN Tall - Jean mom slim et confortable - Noir délavé,ASOS Tall,images.asos-media.com/products/asos-design-tall-jean-mom-slim-et-confortable-noir-delave/204915640-1-washedblack
Topshop - Bomber court en imitation daim avec boutons-pression - Kaki,Topshop,images.asos-media.com/products/topshop-bomber-court-en-imitation-daim-avec-boutons-pression-kaki/207323712-1-khaki
ASOS DESIGN - Gilet en point de feston - Noir,Miss Selfridge,images.asos-media.com/products/asos-design-gilet-en-point-de-feston-noir/205535223-1-black
ASOS DESIGN - Blazer d'ensemble oversize en suédine - Rouille,ASOS DESIGN,images.asos-media.com/products/asos-design-blazer-densemble-oversize-en-suedine-rouille/207481289-1-rust
Topshop - Every Day - T-shirt - Blanc,Topshop,images.asos-media.com/products/topshop-every-day-t-shirt-blanc/205021876-1-white
ASOS DESIGN Tall - Pantalon large habillé à pinces - Noir,ASOS Tall,images.asos-media.com/products/asos-design-tall-pantalon-large-habille-a-pinces-noir/204861990-1-black
Stradivarius - Body sans coutures à manches longues - Noir,Stradivarius,images.asos-media.com/products/stradivarius-body-sans-coutures-a-manches-longues-noir/203974396-1-black
Pull&Bear - Blazer oversize - Marron taupe,Pull&Bear,images.asos-media.com/products/pullbear-blazer-oversize-marron-taupe/207193364-1-brown
Vila - Robe longue en satin à col bénitier - Noir,Vila,images.asos-media.com/products/vila-robe-longue-en-satin-a-col-benitier-noir/204851339-1-black
adidas Originals - Adicolor - Pantalon de survêtement ample - Noir,adidas Originals,images.asos-media.com/products/adidas-originals-adicolor-pantalon-de-survetement-ample-noir/207200630-1-black
Bershka - Jean baggy coupe bouffante - Bleu clair délavé effet sali,Bershka,images.asos-media.com/products/bershka-jean-baggy-coupe-bouffante-bleu-clair-delave-effet-sali/206841624-1-blue
Bershka - Jean baggy style skateur - Gris effet sali,Bershka,images.asos-media.com/products/bershka-jean-baggy-style-skateur-gris-effet-sali/207164636-1-grey
ASOS DESIGN - Robe longue à fines bretelles avec coutures sur le buste - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-longue-a-fines-bretelles-avec-coutures-sur-le-buste-noir/206609980-1-black
ASOS DESIGN - Parka caoutchoutée imperméable - Champignon,ASOS DESIGN,images.asos-media.com/products/asos-design-parka-caoutchoutee-impermeable-champignon/204958802-1-mushroom
Exclusivité ASOS - The North Face - Reign On - Veste imperméable à imprimé léopard - Gris,The North Face,images.asos-media.com/products/exclusivite-asos-the-north-face-reign-on-veste-impermeable-a-imprime-leopard-gris/206603436-1-multi
COLLUSION Unisex - T-shirt - Blanc,Collusion,images.asos-media.com/products/collusion-unisex-t-shirt-blanc/206619363-1-white
COLLUSION - x001 - Jean ample - Délavage moyen,Collusion,images.asos-media.com/products/collusion-x001-jean-ample-delavage-moyen/206727163-1-midwashblue
ASOS DESIGN Tall - Pantalon large à pinces - Gris,ASOS Tall,images.asos-media.com/products/asos-design-tall-pantalon-large-a-pinces-gris/206452422-1-grey
ASOS DESIGN Tall - Pantalon ample coupe épurée - Noir,ASOS Tall,images.asos-media.com/products/asos-design-tall-pantalon-ample-coupe-epuree-noir/205228744-1-black
Vero Moda - Pull en maille à encolure ronde - Sauge chiné,Vero Moda,images.asos-media.com/products/vero-moda-pull-en-maille-a-encolure-ronde-sauge-chine/204859556-1-green
Pieces - Chaussettes à paillettes - Sky Captain,Pieces,images.asos-media.com/products/pieces-chaussettes-a-paillettes-sky-captain/207380997-1-skycaptain
ASOS DESIGN - Robe longue en tulle fleuri avec dos échancré et manches ange - Vert et noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-longue-en-tulle-fleuri-avec-dos-echancre-et-manches-ange-vert-et-noir/207317576-1-greenblack
ASOS DESIGN - Chemise courte coupe carrée d'ensemble en imitation cuir à manches longues - Marron,ASOS DESIGN,images.asos-media.com/products/asos-design-chemise-courte-coupe-carree-densemble-en-imitation-cuir-a-manches-longues-marron/207719512-1-brown
Bershka - Jean mom confort - Bleu authentique,Bershka,images.asos-media.com/products/bershka-jean-mom-confort-bleu-authentique/207413289-1-blue
Missguided - Body en tulle à manches longues - Noir - BLACK,ASOS DESIGN,images.asos-media.com/products/missguided-body-en-tulle-a-manches-longues-noir-black/206697887-1-black
ASOS DESIGN - Pantalon basique large en jersey - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-pantalon-basique-large-en-jersey-noir/204972688-1-black
Stradivarius - Jean droit style vintage - Bleu délavé,Stradivarius,images.asos-media.com/products/stradivarius-jean-droit-style-vintage-bleu-delave/206907258-1-blue
Stradivarius - Jogger d'ensemble ample - Chocolat,Stradivarius,images.asos-media.com/products/stradivarius-jogger-densemble-ample-chocolat/206906814-1-brown
ASOS DESIGN Tall - Jean baggy - Noir délavé,ASOS Tall,images.asos-media.com/products/asos-design-tall-jean-baggy-noir-delave/206430486-1-washedblack
ASOS DESIGN - Jean ample à larges revers - Bleu moyen,ASOS DESIGN,images.asos-media.com/products/asos-design-jean-ample-a-larges-revers-bleu-moyen/207126224-1-midblue
ASOS DESIGN - Mini jupe-short près du corps - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-mini-jupe-short-pres-du-corps-noir/206658089-1-black
Vero Moda - Chaussettes pailletées côtelées avec bords à volants - Blanc,Vero Moda,images.asos-media.com/products/vero-moda-chaussettes-pailletees-cotelees-avec-bords-a-volants-blanc/205923610-1-snowwhite
ASOS DESIGN Tall - Pantalon de jogging coupe droite - Noir,ASOS Tall,images.asos-media.com/products/asos-design-tall-pantalon-de-jogging-coupe-droite-noir/202903091-1-black
JDY - Jupe-short asymétrique - Noir,JDY,images.asos-media.com/products/jdy-jupe-short-asymetrique-noir/203850451-1-black
Bershka - Jean baggy ample - Noir,Bershka,images.asos-media.com/products/bershka-jean-baggy-ample-noir/207167717-1-black
Stradivarius - D77 - Jean droit avec bouton - Bleu moyen délavé,Stradivarius,images.asos-media.com/products/stradivarius-d77-jean-droit-avec-bouton-bleu-moyen-delave/207814499-1-blue
ASOS DESIGN - Pantalon de tailleur coupe droite ajustée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-pantalon-de-tailleur-coupe-droite-ajustee-noir/205727616-1-black
ASOS DESIGN Tall - Jean droit à taille mi-haute - Noir délavé,ASOS Tall,images.asos-media.com/products/asos-design-tall-jean-droit-a-taille-mi-haute-noir-delave/205471443-1-washedblack
Bershka - Jean droit - Noir délavé,Bershka,images.asos-media.com/products/bershka-jean-droit-noir-delave/207130652-1-black
Topshop - Pull oversize en maille motif animal fleuri flou - Neutre,Topshop,images.asos-media.com/products/topshop-pull-oversize-en-maille-motif-animal-fleuri-flou-neutre/206917640-1-neutral
Hyperglam Half Zip Black,adidas performance,images.asos-media.com/products/hyperglam-half-zip-black/205278085-2
ASOS DESIGN Tall - Pantalon dad décontracté rayé avec 5 poches - Gris,ASOS Tall,images.asos-media.com/products/asos-design-tall-pantalon-dad-decontracte-raye-avec-5poches-gris/206772990-1-greystripe
ASOS DESIGN - Jean baggy - Bleu moyen,ASOS DESIGN,images.asos-media.com/products/asos-design-jean-baggy-bleu-moyen/205694833-1-midblue
ASOS DESIGN - Jean skinny - Noir épuré,ASOS DESIGN,images.asos-media.com/products/asos-design-jean-skinny-noir-epure/204206913-1-black
ASOS 4505 - Icon - Legging de sport effet sculptant à l'arrière à taille haute - Noir,ASOS 4505,images.asos-media.com/products/asos-4505-icon-legging-de-sport-effet-sculptant-a-larriere-a-taille-haute-noir/207551659-1-black
Stradivarius - STR - Jean évasé - Bleu délavé moyen,Stradivarius,images.asos-media.com/products/stradivarius-str-jean-evase-bleu-delave-moyen/206906949-1-blue
Stradivarius - Pantalon évasé à ourlet fendu - Bleu foncé,Stradivarius,images.asos-media.com/products/stradivarius-pantalon-evase-a-ourlet-fendu-bleu-fonce/206907731-1-blue
ASOS DESIGN - Top près du corps à col V plongeant bordé de dentelles à manches évasées - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-top-pres-du-corps-a-col-v-plongeant-borde-de-dentelles-a-manches-evasees-noir/207442157-1-black
ASOS DESIGN - Pantalon droit habillé coupe décontractée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-pantalon-droit-habille-coupe-decontractee-noir/207008114-1-black
COLLUSION - Chemise oversize - Blanc,Collusion,images.asos-media.com/products/collusion-chemise-oversize-blanc/205733065-1-white
Pieces - Chaussettes pailletées - Olive,Pieces,images.asos-media.com/products/pieces-chaussettes-pailletees-olive/204860635-1-olive
Stradivarius - Pantalon de jogging évasé doux au toucher - Noir,Stradivarius,images.asos-media.com/products/stradivarius-pantalon-de-jogging-evase-doux-au-toucher-noir/205287505-1-black
ASOS 4505 - Pantalon de ski skinny en tissu déperlant doux - Noir,ASOS 4505,images.asos-media.com/products/asos-4505-pantalon-de-ski-skinny-en-tissu-deperlant-doux-noir/206077879-1-black
ASOS DESIGN - Pull coupe carrée à col ras de cou - Bleu marine,ASOS DESIGN,images.asos-media.com/products/asos-design-pull-coupe-carree-a-col-ras-de-cou-bleu-marine/207615205-1-navy
Bershka - Pull en maille à col Bardot - Noir,Bershka,images.asos-media.com/products/bershka-pull-en-maille-a-col-bardot-noir/207142351-1-black
ASOS DESIGN - Bandeau d'ensemble froncé à sequins avec bordure fantaisie - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-bandeau-densemble-fronce-a-sequins-avec-bordure-fantaisie-noir/206852409-1-black
ASOS DESIGN Tall - Pantalon de tailleur coupe droite ajustée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-tall-pantalon-de-tailleur-coupe-droite-ajustee-noir/207305212-1-black
ASOS DESIGN - Robe courte à manches longues et ourlet fendu,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-courte-a-manches-longues-et-ourlet-fendu/204946414-1-black
ASOS DESIGN - Robe courte à plis creux avec manches longues et taille basse - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-courte-a-plis-creux-avec-manches-longues-et-taille-basse-noir/205420724-1-black
ASOS DESIGN - Robe courte ajustée et évasée ultra douce à col montant - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-courte-ajustee-et-evasee-ultra-douce-a-col-montant-noir/207869873-1-black
Pieces - Chaussettes pailletées - Noir argenté,Pieces,images.asos-media.com/products/pieces-chaussettes-pailletees-noir-argente/204690510-1-blacksilver
Stradivarius - Top col V profond à manches longues - Noir,Stradivarius,images.asos-media.com/products/stradivarius-top-col-v-profond-a-manches-longues-noir/207420504-1-black
Stradivarius - Jean droit - Bleu moyen délavé,Stradivarius,images.asos-media.com/products/stradivarius-jean-droit-bleu-moyen-delave/205220051-1-midblue
Stradivarius Petite - Pantalon ajusté à enfiler - Noir,Stradivarius,images.asos-media.com/products/stradivarius-petite-pantalon-ajuste-a-enfiler-noir/205416594-1-black
adidas Training - Hyperglam - Short 3 pouces moulant - Noir,adidas performance,images.asos-media.com/products/adidas-training-hyperglam-short3pouces-moulant-noir/205383109-1-blackwhite
ASOS DESIGN - Mini-jupe d'ensemble en imitation cuir avec poches - Marron,ASOS DESIGN,images.asos-media.com/products/asos-design-mini-jupe-densemble-en-imitation-cuir-avec-poches-marron/207719506-1-brown
adidas - Strength - Brassière de sport à maintien léger - Bleu,adidas performance,images.asos-media.com/products/adidas-strength-brassiere-de-sport-a-maintien-leger-bleu/206656764-1-midblue
Wanderdoll - Everyday - Top corset d'ensemble à envers en polaire - Chocolat,Wanderdoll,images.asos-media.com/products/wanderdoll-everyday-top-corset-densemble-a-envers-en-polaire-chocolat/207213624-1-chocolate
Stradivarius - Top côtelé à manches longues et col rond - Noir,Stradivarius,images.asos-media.com/products/stradivarius-top-cotele-a-manches-longues-et-col-rond-noir/207198137-1-black
ASOS DESIGN - Top froncé en tulle à épaules dénudées et manches longues - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-top-fronce-en-tulle-a-epaules-denudees-et-manches-longues-noir/206165494-1-black
Stradivarius - Top froncé à encolure bateau - Blanc,Stradivarius,images.asos-media.com/products/stradivarius-top-fronce-a-encolure-bateau-blanc/207143458-1-white
Stradivarius - Jean dad ample avec ourlet à revers - Bleu clair,Stradivarius,images.asos-media.com/products/stradivarius-jean-dad-ample-avec-ourlet-a-revers-bleu-clair/206907339-1-blue
Pull&Bear - Top à manches longues effet sculptant en polyamide - Bleu marine,Pull&Bear,images.asos-media.com/products/pullbear-top-a-manches-longues-effet-sculptant-en-polyamide-bleu-marine/207491043-1-navy
ASOS DESIGN - Chemise de plage texturée et boutonnée - Blanc,ASOS DESIGN,images.asos-media.com/products/asos-design-chemise-de-plage-texturee-et-boutonnee-blanc/203869515-1-white
Stradivarius Petite - Jean droit - Bleu moyen délavé,Stradivarius,images.asos-media.com/products/stradivarius-petite-jean-droit-bleu-moyen-delave/205710852-1-midblue
Mango - Jean droit - Bleu clair,Mango,images.asos-media.com/products/mango-jean-droit-bleu-clair/207103945-1-lightblue
ASOS DESIGN - Mini-jupe d'ensemble côtelée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-mini-jupe-densemble-cotelee-noir/207281177-1-black
Pull&Bear - Pantalon de taille droit avec surpiqûres à l'avant - Sable,Pull&Bear,images.asos-media.com/products/pullbear-pantalon-de-taille-droit-avec-surpiqures-a-lavant-sable/207396250-1-sand
ASOS DESIGN - Top sculptant de qualité supérieure à manches longues et à encolure bateau - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-top-sculptant-de-qualite-superieure-a-manches-longues-et-a-encolure-bateau-noir/206837220-1-black
ASOS DESIGN - Mini-jupe d'ensemble côtelée - Bordeaux,ASOS DESIGN,images.asos-media.com/products/asos-design-mini-jupe-densemble-cotelee-bordeaux/207525454-1-burgundy
Vero Moda - Pull en maille à encolure ronde - Beige chiné,Vero Moda,images.asos-media.com/products/vero-moda-pull-en-maille-a-encolure-ronde-beige-chine/205649277-1-beige
ONLY - Short d'ensemble en double gaze - Noir délavé,ONLY,images.asos-media.com/products/only-short-densemble-en-double-gaze-noir-delave/205786142-1-phantom
Pull&Bear - Pantalon ajusté coupe droite avec pli sur le devant - Marron chocolat,Pull&Bear,images.asos-media.com/products/pullbear-pantalon-ajuste-coupe-droite-avec-pli-sur-le-devant-marron-chocolat/207376424-1-brown
ASOS DESIGN Petite - Jean dad large - Noir délavé,ASOS Petite,images.asos-media.com/products/asos-design-petite-jean-dad-large-noir-delave/205299660-1-washedblack
Bershka - Jean ample à taille haute - Indigo délavé,Bershka,images.asos-media.com/products/bershka-jean-ample-a-taille-haute-indigo-delave/207164404-1-blue
Stradivarius - Gilet - Anthracite,Stradivarius,images.asos-media.com/products/stradivarius-gilet-anthracite/207649210-1-grey
ASOS DESIGN - Crop top asymétrique en coton à manches longues et encolure dégagée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-crop-top-asymetrique-en-coton-a-manches-longues-et-encolure-degagee-noir/206669745-1-black
Pieces - Chaussettes pailletées - Crème,Pieces,images.asos-media.com/products/pieces-chaussettes-pailletees-creme/206813546-1-cream
Stradivarius Petite - Pantalon de jogging à jambe large - Noir,Stradivarius,images.asos-media.com/products/stradivarius-petite-pantalon-de-jogging-a-jambe-large-noir/206906965-1-black
ASOS DESIGN - Pantalon raccourci d'ensemble avec languette réglable à la taille - Olive,ASOS DESIGN,images.asos-media.com/products/asos-design-pantalon-raccourci-densemble-avec-languette-reglable-a-la-taille-olive/207332135-1-olive
ASOS DESIGN Curve - Body épuré en modal de coton avec encolure Bardot à rabat - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-curve-body-epure-en-modal-de-coton-avec-encolure-bardot-a-rabat-noir/205227170-1-black
Vero Moda - Chemise oversize à rayures - Bleu/blanc,Vero Moda,images.asos-media.com/products/vero-moda-chemise-oversize-a-rayures-bleu-blanc/206839876-1-bluestripe
Bershka - Jean évasé à taille basse - Bleu moyen délavé,Bershka,images.asos-media.com/products/bershka-jean-evase-a-taille-basse-bleu-moyen-delave/207142242-1-blue
ASOS DESIGN - Robe pull courte et ample en tissu ultra doux à col V - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-robe-pull-courte-et-ample-en-tissu-ultra-doux-a-col-v-noir/204909235-1-black
ASOS LUXE - Robe longue à volants et manches longues en organza - Abricot,ASOS LUXE,images.asos-media.com/products/asos-luxe-robe-longue-a-volants-et-manches-longues-en-organza-abricot/207055334-1-multi
ASOS LUXE - Blazer d'ensemble habillé en dentelle - Ivoire,ASOS LUXE,images.asos-media.com/products/asos-luxe-blazer-densemble-habille-en-dentelle-ivoire/206682221-1-ivory
JDY - Gilet de costume d'ensemble à rayures fines - Gris foncé,JDY,images.asos-media.com/products/jdy-gilet-de-costume-densemble-a-rayures-fines-gris-fonce/207367490-1-grey
VILA - Blazer d'ensemble ajusté oversize - Gris ultime,Vila,images.asos-media.com/products/vila-blazer-densemble-ajuste-oversize-gris-ultime/207377274-1-ultimategrey
Stradivarius - Jean mom slim stretch - Noir,Stradivarius,images.asos-media.com/products/stradivarius-jean-mom-slim-stretch-noir/203830636-1-black
Bershka - Body à encolure dégagée - Noir,Bershka,images.asos-media.com/products/bershka-body-a-encolure-degagee-noir/207413753-1-black
Stradivarius - Jean dad ample - Gris,Stradivarius,images.asos-media.com/products/stradivarius-jean-dad-ample-gris/206907568-1-grey
Vero Moda - Pull en maille à col rond - Rose,Vero Moda,images.asos-media.com/products/vero-moda-pull-en-maille-a-col-rond-rose/206839931-1-pink
Stradivarius Petite - D98 - Jean droit - Délavage vintage,Stradivarius,images.asos-media.com/products/stradivarius-petite-d98-jean-droit-delavage-vintage/206907268-1-blue
Stradivarius Petite - Jean dad ample à revers - Bleu clair,Stradivarius,images.asos-media.com/products/stradivarius-petite-jean-dad-ample-a-revers-bleu-clair/206907341-1-blue
ASOS DESIGN Petite - Pantalon de tailleur droit ajusté - Noir,ASOS Petite,images.asos-media.com/products/asos-design-petite-pantalon-de-tailleur-droit-ajuste-noir/206452769-1-black
ASOS DESIGN Tall - Pantalon droit habillé coupe décontractée - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-tall-pantalon-droit-habille-coupe-decontractee-noir/207008093-1-black
Bershka - Pull ras de cou épais - Bordeaux,Bershka,images.asos-media.com/products/bershka-pull-ras-de-cou-epais-bordeaux/207829514-1-burgundy
Stradivarius - STR - Jean droit - Noir délavé,Stradivarius,images.asos-media.com/products/stradivarius-str-jean-droit-noir-delave/206907088-1-black
Nike Phoenix Fleece - Sweat à capuche ultra oversize à enfiler - Noir/blanc voile,Nike,images.asos-media.com/products/nike-phoenix-fleece-sweat-a-capuche-ultra-oversize-a-enfiler-noir-blanc-voile/202281227-1-black
Stradivarius - D98 - Jean droit - Bleu clair,Stradivarius,images.asos-media.com/products/stradivarius-d98-jean-droit-bleu-clair/207171356-1-lblue
ASOS DESIGN - Lot de 3 culottes brésiliennes taille haute en coton - Noir,ASOS DESIGN,images.asos-media.com/products/asos-design-lot-de-3-culottes-bresiliennes-taille-haute-en-coton-noir/207331146-1-black
Bershka - Pantalon de jogging ample d'ensemble - Gris chiné,Bershka,images.asos-media.com/products/bershka-pantalon-de-jogging-ample-densemble-gris-chine/207142090-1-grey
JDY - Pantalon ajusté coupe large - Noir,JDY,images.asos-media.com/products/jdy-pantalon-ajuste-coupe-large-noir/206679871-1-black
